time,acc_x_1,acc_y_1,acc_z_1_1,acc_x_2,acc_y_2,acc_z_1_2,gyro_1_1,gyro_2_1,gyro_3_1,gyro_1_2,gyro_2_2,gyro_3_2,altitude,temperature
17.856,8.89446,0.02394202,0.4596867,8.674192,3.916914,0,0.01758652,0.01758652,-0.4092863,0.010658504,0.010658504,-0.40902,9.810762,32.04082
18.169,8.73405,3.873819,0.3830723,8.889674,3.986346,0,0.01132466,0.01132466,-0.40902,0.01758652,0.01758652,-0.4091532,9.87946,32.03594
18.484,8.90643,4.031836,0.4644751,8.705316,3.98874,0,0.011191424,0.011191424,-0.4022252,0.00879326,0.00879326,-0.4000934,9.90853,32.03339
18.801,8.705316,3.983952,0.4596867,8.889674,3.986346,0,0.01825267,0.01825267,-0.3996936,0.01718682,0.01718682,-0.4087534,10.035356,32.03594
19.118,8.73405,3.837905,0.4788404,8.738836,3.983952,0,0.00959265,0.00959265,-0.4092863,0.01758652,0.01758652,-0.408487,9.781696,32.04082
19.429992,8.698134,3.983952,0.4596867,8.66701,3.830723,0,0.01811945,0.01811945,-0.4092863,0.0170536,0.0170536,-0.3986278,10.104056,32.03339
19.895,8.887276,3.991134,0.3734955,8.920796,3.983952,0,0.01758652,0.01758652,-0.4091532,0.01758652,0.01758652,-0.4028913,9.59674,32.01621
20.208992,8.66701,3.983952,0.557849,8.90643,3.998317,0,0.01732006,0.01732006,-0.4004931,0.01758652,0.01758652,-0.4092863,9.837186,32.03594
20.523,8.6718,3.986346,0.5147534,8.892064,3.98874,0,0.0170536,0.0170536,-0.4071547,0.01891883,0.01891883,-0.3996936,9.823976,32.04336
20.837,8.66701,3.986346,0.3471592,8.887276,3.86903,0,0.0170536,0.0170536,-0.4092863,0.01811945,0.01811945,-0.3991608,10.06442,32.03848
21.152992,8.920796,3.912126,0.4620809,8.698134,3.916914,0,0.01811945,0.01811945,-0.403824,0.006794794,0.006794794,-0.4050229,9.90853,32.03594
21.47,8.887276,3.907338,0.5315128,8.66701,3.983952,0,0.0191853,0.0191853,-0.4039572,0.00959265,0.00959265,-0.4092863,10.035356,32.03106
21.788,8.66222,3.983952,0.3854665,8.925584,3.993529,0,0.01825267,0.01825267,-0.4082204,0.0170536,0.0170536,-0.4083537,10.11991,32.03594
22.26,8.899246,3.98874,0.3303998,8.889674,4.003106,0,0.011457884,0.011457884,-0.4092863,0.01132466,0.01132466,-0.4018254,10.00629,32.01113
22.58,8.887276,3.928885,0.3256114,8.619126,3.983952,0,0.0170536,0.0170536,-0.4008928,0.01732006,0.01732006,-0.4087534,9.977226,32.03594
22.894,8.657434,3.993529,0.308852,8.743624,3.995922,0,0.01732006,0.01732006,-0.4092863,0.0170536,0.0170536,-0.4091532,10.175396,32.03339
23.211,8.887276,4.003106,0.3112462,8.91122,4.007894,0,0.007993876,0.007993876,-0.4018254,0.01811945,0.01811945,-0.4091532,10.035356,32.0459
23.53,8.899246,3.916914,0.3064578,8.69574,3.881001,0,0.01718682,0.01718682,-0.4091532,0.01758652,0.01758652,-0.4092863,10.148972,32.04082
23.845996,8.887276,3.926491,0.4285621,8.889674,3.983952,0,0.0191853,0.0191853,-0.4044899,0.01732006,0.01732006,-0.4034242,10.20446,32.04336
24.165992,8.66222,3.986346,0.3830723,8.887276,3.912126,0,0.01732006,0.01732006,-0.4015589,0.0170536,0.0170536,-0.4034242,10.104056,32.04336
24.488,8.681376,3.907338,0.4716577,8.887276,3.8762124,0,0.01945176,0.01945176,-0.4028913,0.01718682,0.01718682,-0.4091532,10.19125,32.03848
24.948,8.889674,3.98874,0.497994,8.889674,3.93128,0,0.006928026,0.006928026,-0.4075543,0.0170536,0.0170536,-0.4092863,9.977226,32.01856
25.256,8.889674,3.955222,0.4692635,8.887276,3.995922,0,0.01851914,0.01851914,-0.4091532,0.01931854,0.01931854,-0.4091532,10.06178,32.03848
25.571,8.892064,4.027046,0.344765,8.887276,3.936068,0,0.019984692,0.019984692,-0.4092863,0.009059726,0.009059726,-0.4092863,10.5004,32.0459
25.878,8.896852,3.967192,0.3639187,8.772354,3.916914,0,0.01732006,0.01732006,-0.4079542,0.01958499,0.01958499,-0.4087534,10.048568,32.03848
26.197,8.73405,3.849877,0.4644751,8.889674,3.991134,0,0.01732006,0.01732006,-0.4020919,0.01745329,0.01745329,-0.4087534,10.386776,32.03594
26.506,8.899246,3.991134,0.5075708,8.681376,3.849877,0,0.0170536,0.0170536,-0.4082204,0.011191424,0.011191424,-0.4087534,10.24674,32.04824
26.821,8.90643,3.907338,0.4788404,8.887276,3.936068,0,0.008127106,0.008127106,-0.4072879,0.007194488,0.007194488,-0.4070216,10.59816,32.0459
27.271,8.887276,3.945645,0.5003882,8.887276,3.907338,0,0.0170536,0.0170536,-0.4015589,0.0085268,0.0085268,-0.4092863,10.077636,32.02362
27.580008,8.681376,3.952827,0.497994,8.676586,3.976769,0,0.0170536,0.0170536,-0.403824,0.01745329,0.01745329,-0.3996936,9.950802,32.04824
27.891,8.887276,3.909731,0.3878607,8.892064,3.983952,0,0.010658504,0.010658504,-0.3984946,0.01945176,0.01945176,-0.3986278,10.360356,32.0459
28.203008,8.896852,3.983952,0.4596867,8.93037,3.993529,0,0.019718224,0.019718224,-0.4092863,0.011990816,0.011990816,-0.4087534,10.47133,32.05078
28.522,8.887276,3.945645,0.4812346,8.887276,3.881001,0,0.01758652,0.01758652,-0.4055559,0.01771975,0.01771975,-0.4087534,10.44491,32.0459
28.831,8.892064,3.909731,0.3112462,8.892064,3.948038,0,0.010658504,0.010658504,-0.4092863,0.01732006,0.01732006,-0.4071547,10.344504,32.04824
29.149,8.913614,3.849877,0.3758897,8.93037,3.948038,0,0.0170536,0.0170536,-0.4016922,0.0170536,0.0170536,-0.4075543,10.344504,32.04824
29.606008,8.676586,3.907338,0.4596867,8.73405,3.983952,0,0.0170536,0.0170536,-0.4087534,0.0170536,0.0170536,-0.4080873,10.344504,32.0211
29.916,8.66222,3.986346,0.3734955,8.714894,3.98874,0,0.01758652,0.01758652,-0.402758,0.0170536,0.0170536,-0.4087534,9.837186,32.04082
30.232,8.91122,3.993529,0.4596867,8.714894,3.98874,0,0.01771975,0.01771975,-0.4034242,0.006794794,0.006794794,-0.3996936,10.640436,32.05332
30.54401,8.887276,3.912126,0.4022259,8.726866,3.8762124,0,0.0170536,0.0170536,-0.40902,0.0170536,0.0170536,-0.3991608,10.39999,32.04824
30.864,8.69574,3.948038,0.4644751,8.892064,3.983952,0,0.0170536,0.0170536,-0.3986278,0.009859114,0.009859114,-0.3971624,10.40263,32.04824
31.17599,8.657434,3.93128,0.486023,8.90643,3.993529,0,0.0191853,0.0191853,-0.3979617,0.01811945,0.01811945,-0.4092863,10.59816,32.05332
31.49201,8.66701,3.830723,0.4141969,8.702926,4.031836,0,0.00959265,0.00959265,-0.4082204,0.0170536,0.0170536,-0.4091532,10.13312,32.05332
31.804992,8.698134,3.907338,0.3112462,8.90643,4.010288,0,0.01851914,0.01851914,-0.3986278,0.01945176,0.01945176,-0.4018254,10.487184,32.05567
32.27498,8.892064,3.950433,0.3256114,8.69574,3.909731,0,0.0170536,0.0170536,-0.4071547,0.01745329,0.01745329,-0.4071547,9.950802,32.02851
32.59101,8.70771,3.878607,0.4788404,8.887276,3.878607,0,0.0170536,0.0170536,-0.4087534,0.01905206,0.01905206,-0.4018254,10.188608,32.04824
32.90601,8.887276,4.003106,0.4692635,8.889674,3.983952,0,0.007993876,0.007993876,-0.3999602,0.01758652,0.01758652,-0.4087534,10.45812,32.0459
33.224,8.717286,3.98874,0.4022259,8.9184,4.0055,0,0.006395098,0.006395098,-0.4091532,0.011990816,0.011990816,-0.4087534,10.542672,32.05332
33.539,8.659826,3.902549,0.3184288,8.659826,3.986346,0,0.01758652,0.01758652,-0.4050229,0.0191853,0.0191853,-0.4092863,10.25995,32.0582
33.857,8.904036,3.907338,0.486023,8.676586,3.98874,0,0.0170536,0.0170536,-0.4048898,0.01732006,0.01732006,-0.4012925,10.302224,32.05332
34.172,8.887276,3.909731,0.5746084,8.90643,3.98874,0,0.00866003,0.00866003,-0.3998269,0.009326186,0.009326186,-0.4026249,10.31544,32.06074
34.62899,8.925584,3.991134,0.4788404,8.892064,3.909731,0,0.0170536,0.0170536,-0.4092863,0.0170536,0.0170536,-0.3995605,9.99308,32.03339
34.94502,8.69574,3.909731,0.4596867,8.93516,3.871424,0,0.01745329,0.01745329,-0.40902,0.01718682,0.01718682,-0.4087534,10.188608,32.05567
35.25501,8.90643,3.986346,0.4644751,8.681376,3.993529,0,0.01811945,0.01811945,-0.3979617,0.0170536,0.0170536,-0.3996936,10.289016,32.06562
35.57099,8.892064,0.009576806,0.4836288,8.70053,3.948038,0,0.01012557,0.01012557,-0.4087534,0.0170536,0.0170536,-0.4044899,10.331292,32.06816
35.88201,8.92798,3.864242,0.5267244,8.89446,3.983952,0,0.01718682,0.01718682,-0.4092863,0.01745329,0.01745329,-0.3979617,10.487184,32.06308
36.19399,8.887276,3.907338,0.3256114,8.702926,3.909731,0,0.0170536,0.0170536,-0.4080873,0.00879326,0.00879326,-0.4083537,10.45812,32.06308
36.508,8.96389,4.007894,0.3112462,8.932766,3.878607,0,0.01012557,0.01012557,-0.4092863,0.015188364,0.015188364,-0.4071547,10.44491,32.06816
36.962,8.892064,4.003106,0.3160346,8.887276,4.02226,0,0.0170536,0.0170536,-0.4086202,0.01931854,0.01931854,-0.4078209,10.048568,32.03339
37.279,8.887276,4.003106,0.4405331,8.887276,3.881001,0,0.0170536,0.0170536,-0.4076875,0.01811945,0.01811945,-0.4048898,10.39999,32.06308
37.589,8.896852,3.995922,0.3854665,8.738836,3.991134,0,0.019984692,0.019984692,-0.4092863,0.02131701,0.02131701,-0.4002268,10.331292,32.0705
37.903,8.89446,4.007894,0.3160346,8.887276,3.950433,0,0.004929556,0.004929556,-0.4082204,0.01811945,0.01811945,-0.4091532,10.162188,32.06562
38.214,8.743624,4.024654,0.3351882,8.73405,4.03423,0,0.018785608,0.018785608,-0.40902,0.018652376,0.018652376,-0.4082204,10.357712,32.07305
38.529,8.762776,3.907338,0.4692635,8.73644,3.845088,0,0.01785299,0.01785299,-0.3996936,0.01718682,0.01718682,-0.3992941,10.487184,32.06562
38.84499,8.702926,3.993529,0.3639187,8.73405,3.907338,0,0.01732006,0.01732006,-0.4071547,0.01732006,0.01732006,-0.4082204,10.019504,32.06816
39.15801,8.887276,3.881001,0.497994,8.887276,4.031836,0,0.012656964,0.012656964,-0.4092863,0.018385908,0.018385908,-0.4082204,10.45812,32.07305
39.615,8.63828,4.012682,0.4692635,8.743624,3.888184,0,0.0170536,0.0170536,-0.3980949,0.01758652,0.01758652,-0.4020919,10.59816,32.0459
39.92701,8.901644,3.983952,0.3136404,8.889674,3.986346,0,0.0170536,0.0170536,-0.408487,0.01811945,0.01811945,-0.4002268,10.47133,32.06308
40.24099,8.762776,3.986346,0.4668693,8.889674,3.86903,0,0.01732006,0.01732006,-0.3986278,0.01758652,0.01758652,-0.4086202,10.44491,32.07558
40.55098,8.89446,3.897761,0.4596867,8.90643,3.96001,0,0.0170536,0.0170536,-0.4066217,0.010791728,0.010791728,-0.4087534,10.357712,32.07305
40.86701,8.772354,3.986346,0.3064578,8.90643,3.86903,0,0.01771975,0.01771975,-0.4092863,0.01825267,0.01825267,-0.4070216,10.302224,32.07305
41.17798,8.887276,3.955222,0.3830723,8.748414,3.983952,0,0.0170536,0.0170536,-0.4071547,0.01785299,0.01785299,-0.4071547,10.669504,32.07558
41.48602,8.66222,3.945645,0.4022259,8.901644,3.983952,0,0.0191853,0.0191853,-0.4092863,0.0170536,0.0170536,-0.4030245,10.47133,32.06816
41.94701,8.657434,3.983952,0.4596867,8.901644,3.878607,0,0.01732006,0.01732006,-0.4026249,0.0191853,0.0191853,-0.4026249,10.529464,32.04336
42.258,8.73405,3.983952,0.4596867,8.67898,3.98874,0,0.01825267,0.01825267,-0.4007596,0.01825267,0.01825267,-0.4028913,10.529464,32.08046
42.573,8.686164,3.995922,0.3064578,8.69574,3.983952,0,0.01732006,0.01732006,-0.4092863,0.0170536,0.0170536,-0.4079542,10.47133,32.0879
42.884,8.719684,3.983952,0.3184288,8.987834,3.8522708,0,0.01811945,0.01811945,-0.3991608,0.01745329,0.01745329,-0.4091532,10.40263,32.07793
43.19701,8.90643,3.909731,0.4309563,8.925584,3.849877,0,0.009059726,0.009059726,-0.4088866,0.01811945,0.01811945,-0.40902,10.442266,32.08302
43.508,8.90643,3.986346,0.4596867,8.908826,3.98874,0,0.01718682,0.01718682,-0.4092863,0.0170536,0.0170536,-0.4071547,10.31808,32.08046
43.823,8.892064,4.02226,0.4596867,8.743624,3.907338,0,0.0170536,0.0170536,-0.4092863,0.006661562,0.006661562,-0.4092863,10.44491,32.07305
44.141,8.90643,3.983952,0.5027824,8.925584,3.907338,0,0.01851914,0.01851914,-0.4092863,0.01811945,0.01811945,-0.4050229,10.682714,32.08046
44.59499,8.676586,3.955222,0.497994,8.896852,3.888184,0,0.009192954,0.009192954,-0.4082204,0.01785299,0.01785299,-0.4091532,10.24674,32.06074
44.90801,8.67898,3.888184,0.3471592,8.659826,3.993529,0,0.0170536,0.0170536,-0.4060889,0.010791728,0.010791728,-0.4091532,10.555884,32.08046
45.214,8.887276,3.98874,0.3375824,8.738836,3.830723,0,0.0170536,0.0170536,-0.4071547,0.01785299,0.01785299,-0.4092863,10.40263,32.08046
45.526,8.887276,3.907338,0.3160346,8.91122,3.907338,0,0.00959265,0.00959265,-0.3988942,0.00959265,0.00959265,-0.4002268,10.357712,32.08302
45.837,8.659826,3.900154,0.3471592,8.887276,3.983952,0,0.0170536,0.0170536,-0.4070216,0.01825267,0.01825267,-0.408487,10.31808,32.08535
46.15198,8.887276,3.945645,0.5051766,8.889674,3.86903,0,0.01718682,0.01718682,-0.4091532,0.019984692,0.019984692,-0.4002268,10.289016,32.08302
46.46498,8.908826,3.98874,0.4668693,8.944738,3.900154,0,0.01718682,0.01718682,-0.4092863,0.01758652,0.01758652,-0.4079542,10.484544,32.0879
46.924,8.659826,3.983952,0.5363012,8.901644,3.916914,0,0.01891883,0.01891883,-0.4092863,0.0170536,0.0170536,-0.4023583,10.289016,32.06308
47.245,8.916006,3.907338,0.4620809,8.892064,3.995922,0,0.01758652,0.01758652,-0.4087534,0.0191853,0.0191853,-0.4087534,10.302224,32.08046
47.55901,8.892064,3.983952,0.5386954,8.66222,4.015076,0,0.01798622,0.01798622,-0.4071547,0.0170536,0.0170536,-0.4080873,10.148972,32.0879
47.877,8.887276,3.983952,0.4836288,8.887276,3.907338,0,0.00866003,0.00866003,-0.4082204,0.01718682,0.01718682,-0.4034242,10.25995,32.08535
48.192,8.657434,3.907338,0.3256114,8.705316,3.921703,0,0.0170536,0.0170536,-0.4091532,0.0170536,0.0170536,-0.4092863,10.302224,32.09043
48.50501,8.887276,3.909731,0.4668693,8.73644,3.873819,0,0.009192954,0.009192954,-0.3983615,0.01771975,0.01771975,-0.4079542,10.331292,32.09278
48.82002,8.925584,3.86903,0.5027824,8.73405,3.983952,0,0.01745329,0.01745329,-0.4092863,0.01758652,0.01758652,-0.4086202,10.289016,32.09531
49.28301,8.892064,3.909731,0.4213795,8.947134,3.854665,0,0.01718682,0.01718682,-0.4091532,0.0170536,0.0170536,-0.4016922,10.077636,32.0705
49.59802,8.90643,3.854665,0.4620809,8.887276,3.926491,0,0.009059726,0.009059726,-0.4002268,0.0170536,0.0170536,-0.4023583,10.357712,32.08535
49.914,8.710106,3.991134,0.497994,8.90643,3.890578,0,0.01771975,0.01771975,-0.4007596,0.01718682,0.01718682,-0.4092863,10.302224,32.08046
50.22901,8.90643,3.983952,0.4620809,8.89446,3.98874,0,0.01758652,0.01758652,-0.408487,0.01172435,0.01172435,-0.4082204,10.233524,32.09531
50.54299,8.676586,4.02226,0.4596867,8.91122,3.983952,0,0.011058194,0.011058194,-0.4092863,0.01758652,0.01758652,-0.4068882,10.19125,32.09531
50.86102,8.916006,3.888184,0.5027824,8.925584,3.907338,0,0.01811945,0.01811945,-0.40902,0.01732006,0.01732006,-0.4091532,10.289016,32.1002
51.173,8.892064,3.983952,0.3471592,8.710106,3.888184,0,0.00879326,0.00879326,-0.4026249,0.00959265,0.00959265,-0.4015589,10.275804,32.09784
51.49201,8.73405,3.847482,0.308852,8.90643,3.902549,0,0.0170536,0.0170536,-0.3990276,0.018652376,0.018652376,-0.4060889,10.31544,32.09278
51.956,8.722076,4.041414,0.4788404,8.91122,3.907338,0,0.0191853,0.0191853,-0.4058224,0.01732006,0.01732006,-0.3976951,10.230886,32.07305
52.273,8.925584,3.983952,0.3064578,8.69574,3.888184,0,0.0170536,0.0170536,-0.4007596,0.01718682,0.01718682,-0.4092863,10.11991,32.08535
52.59301,8.892064,4.0462,0.4596867,8.887276,3.964798,0,0.0170536,0.0170536,-0.40902,0.01732006,0.01732006,-0.4092863,10.25995,32.09531
52.91,8.887276,3.983952,0.3136404,8.92798,3.93128,0,0.007460948,0.007460948,-0.4071547,0.01851914,0.01851914,-0.4044899,10.20446,32.1002
53.22998,8.887276,3.842694,0.4596867,8.887276,3.892972,0,0.0170536,0.0170536,-0.4092863,0.01771975,0.01771975,-0.4076875,10.233524,32.09278
53.54401,8.6718,3.945645,0.3280056,8.92798,3.983952,0,0.01811945,0.01811945,-0.4087534,0.0170536,0.0170536,-0.4082204,10.233524,32.09278
53.863,8.887276,3.933673,0.3974375,8.659826,3.983952,0,0.01732006,0.01732006,-0.4087534,0.0191853,0.0191853,-0.4079542,10.230886,32.1002
54.33199,8.89446,3.86903,0.3112462,8.68856,0.0,0,0.01732006,0.01732006,-0.4050229,0.01758652,0.01758652,-0.40902,10.360356,32.07793
54.64399,8.889674,3.983952,0.4596867,8.676586,3.86903,0,0.0170536,0.0170536,-0.4091532,0.00959265,0.00959265,-0.402758,10.1067,32.10273
54.95699,8.63828,3.986346,0.4405331,8.70053,3.907338,0,0.0170536,0.0170536,-0.3959632,0.013456352,0.013456352,-0.3964962,10.302224,32.10273
55.264,8.887276,3.881001,0.3543419,8.69574,3.919308,0,0.010258808,0.010258808,-0.3986278,0.00866003,0.00866003,-0.3996936,10.233524,32.1002
55.575,8.896852,3.909731,0.4788404,8.6718,3.945645,0,0.01718682,0.01718682,-0.4091532,0.009992346,0.009992346,-0.4086202,10.373568,32.11269
55.883,8.925584,3.995922,0.3064578,8.887276,3.890578,0,0.018652376,0.018652376,-0.3986278,0.007860642,0.007860642,-0.4070216,10.035356,32.11269
56.193,8.93995,3.983952,0.3280056,8.896852,4.003106,0,0.007727412,0.007727412,-0.4018254,0.0170536,0.0170536,-0.408487,10.090844,32.10761
56.50598,8.896852,4.0055,0.4692635,8.69574,4.06296,0,0.01732006,0.01732006,-0.4018254,0.00879326,0.00879326,-0.4092863,10.11991,32.11504
56.962,8.887276,3.885789,0.4884172,8.908826,3.86903,0,0.01825267,0.01825267,-0.4007596,0.01718682,0.01718682,-0.4018254,10.40263,32.07793
